docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon,DEAD,WIND,RED,STRANGE,HALF,GREY,TIS,BETWEEN,FAITH,WOMAN,GRASS,SUDDEN,BROWN,LEST,YELLOW,SHUT,HOLLOW,MOUTH,WOMEN,NIGHTS,DUMB,WRITTEN,BLOWN,STIR,ASLEEP,I_LL,LAUGHED,NATION,HERS,SCENES,WAN,I_VE,TREASURES,KNEES,FRIENDSHIP,NAKED,PEN,STRAINS,ACHING,SITTING,YESTERDAY,GARDENS,PASSIONATE,PURSUE,WE_LL,WOULDST,CREEPING,DUSK,BROODING,UNDERNEATH,SMOTE,BREATHLESS,SAVIOUR,REIGNS,BLOWING,HARSH,COLOURED,DUSTY,VAGUE,MOANING,IMPART,JESUS,CURLED,HURRYING,SHAKEN,FOLK,BESTOW,HURT,MISSION,LONDON,BEATEN,ALIEN,DRIPPING
loc.ark+=13960=t24b3p10w,1842,1842,1842,random,8921581,,Smith[COMMA] Benjamin,Pittsburgh;1842.,,Poems[COMMA] moral and religious,,,,,,,m,us,,,,6,6,0,4,1,0,40,1,16,2,0,0,0,1,0,1,0,0,1,0,3,10,0,0,1,1,0,5,0,2,0,2,2,0,1,0,0,2,0,0,1,0,0,1,1,9,0,0,0,2,1,0,18,6,0,0,0,0,0,0,5,8,0,0,0,0,0,1,1,0,0,0,0
hvd.hx5ei3,1842,1842,1842,random,9734499,,Foster[COMMA] Nathan Lanesford[COMMA],Philadelphia.;G. W. Gorton;1842.,,The last of his family;,,,,,,1787,m,us,,,,12,6,0,3,1,0,14,1,32,14,1,0,0,1,0,0,0,1,0,3,0,18,0,1,1,2,0,3,4,24,0,0,13,0,18,0,4,14,3,0,0,0,0,7,3,0,0,0,0,0,0,0,51,8,1,1,0,0,0,0,18,42,0,0,0,0,1,0,0,1,0,0,0
nyp.33433076035355,1843,1843,1842,random,8655753,,Scott[COMMA] Julia H. Kinney[COMMA],Boston;Tompkins & Mussey;1843.,,Poems,,,,,,1809,f,us,,,,27,10,10,5,23,10,14,3,13,6,8,0,2,3,4,4,7,0,1,3,0,4,1,1,1,0,0,1,3,18,2,0,8,0,3,2,3,8,8,1,0,0,0,0,0,2,1,0,1,1,0,1,19,0,0,1,0,0,0,2,6,6,0,1,0,0,0,0,1,1,0,0,0
hvd.hxdamf,1842,1842,1842,random,6130522,,Pierce[COMMA] Augustus,Boston;1842.,,The rebelliad;,,,,,,1802,m,us,,,,2,2,1,0,8,0,7,3,1,3,4,2,0,1,1,0,0,4,0,0,0,0,0,1,0,7,1,0,0,0,0,3,0,1,0,0,2,3,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t1qf9763h,1842,1842,1842,reviewed,9577674,,Longfellow[COMMA] Henry Wadsworth[COMMA],Cambridge;J. Owen;1842.,,Ballads and other poems,rev,pos,,1842,GrM,1807,m,us,,,,7,14,5,3,6,5,0,4,11,0,2,4,6,0,2,0,2,2,2,0,1,1,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nyp.33433076030273,1842,1842,1842,reviewed,122896,,Colton[COMMA] George H.,New-York;Wiley and Putnam;1842.,,Tecumseh;,rev,pos,,1842,GrM,1818,m,us,,, ,62,41,119,47,38,36,49,27,6,5,9,15,8,9,3,3,1,3,3,4,2,0,2,2,4,9,1,5,0,10,6,2,1,3,2,3,1,3,6,3,0,2,0,2,13,6,6,3,9,4,0,5,0,1,0,0,3,0,0,5,3,0,2,9,7,0,1,0,0,0,2,0,0
nyp.33433074955141,1846,1846,1842,reviewed,8663571,8605124,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;W.D. Ticknor;1842.,v.2,Poems in two volumes,rev,pos,,1842,GrM,1809,m,uk,,,y,14,19,4,4,31,13,22,13,6,11,9,3,1,6,0,5,4,2,1,0,1,0,2,4,1,2,8,0,1,0,0,0,0,9,2,4,1,0,0,8,3,2,0,1,0,2,7,2,2,3,7,0,0,0,6,1,0,1,4,1,0,1,3,0,2,0,0,1,1,1,0,1,0
hvd.32044058247099,1842,1842,1842,reviewed,1024660,3773524,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;W.D. Ticknor;1842.,v.1,Poems in two volumes,rev,pos,,1842,GrM,1809,m,uk,,,y,19,37,8,11,25,12,8,13,1,2,12,10,1,5,8,5,12,2,4,7,3,1,6,0,7,1,1,0,2,0,1,1,0,1,0,2,0,0,0,8,2,4,0,0,1,0,3,1,3,4,1,0,0,0,6,1,3,3,3,0,0,0,4,0,0,0,0,1,0,0,0,1,2
uc2.ark+=13960=t2z31pm6p,1841,1841,1841,reviewed,7672830,7822524,Sigourney[COMMA] L. H.,London;R. Tyas;1841.,,Pocahontas[COMMA] and other poems,rev,,,1842,GrM,1791,f,us,,,,40,5,31,19,11,19,30,5,8,15,3,6,4,6,2,4,5,3,1,0,1,2,0,6,1,4,0,4,5,7,3,6,6,1,7,3,6,1,0,0,2,2,0,0,0,0,3,0,0,1,1,2,6,0,0,4,0,0,1,0,1,3,4,0,0,0,3,0,1,3,1,1,1
hvd.hwh1bt,1841,1841,1841,random,9730588,,Fitchett[COMMA] John[COMMA],London;W. Pickering;1841-42.,v.2,King Alfred,,,,,,1776,m,uk,,,,36,14,17,140,20,16,57,6,59,17,10,51,7,24,16,15,11,12,3,2,1,4,2,3,0,3,0,21,7,128,0,1,29,5,62,0,5,11,0,0,0,3,1,14,1,3,7,7,24,5,4,1,3,11,0,0,3,0,3,0,18,0,3,0,1,1,1,4,1,7,1,1,1
loc.ark+=13960=t5q81t975,1841,1841,1841,reviewed,8656025,6267575,Earle[COMMA] Pliny,Philadelphia;H. Perkins;1841.,,Marathon,rev,pos,,1841,GrM,1809,m,us,,,,5,5,3,6,2,4,23,1,8,0,2,0,0,0,2,0,2,0,0,0,0,2,0,2,0,1,0,2,5,7,1,2,3,1,6,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,2,0
mdp.39015023542395,1840,1840,1840,reviewed,282125,4459021,Baillie[COMMA] Joanna[COMMA],London;E. Moxon;1840.,,Fugitive verses,rev,pos,,1841,QR,1762,f,uk,,,y,18,31,24,10,35,14,19,9,8,10,5,6,8,2,3,2,9,10,1,2,0,14,2,1,0,20,3,3,0,6,8,9,3,2,1,2,5,3,0,0,0,1,0,2,5,2,2,0,2,0,1,1,3,2,0,1,0,4,0,0,6,0,1,0,0,2,0,0,0,1,2,0,1
hvd.hxdflv,1840,1840,1840,random,9592446,,Brown[COMMA] J. Newton,Concord[COMMA] N.H.;I. S. Boyd;1840.,,Emily,,,,,,1803,m,us,,,,27,5,4,2,5,1,27,1,42,3,1,16,4,3,1,1,2,0,0,0,2,11,0,1,0,4,0,2,3,27,0,5,1,0,14,1,4,4,2,4,3,1,0,2,2,7,0,0,0,4,0,1,83,8,0,2,0,0,0,0,12,40,0,0,0,0,2,1,1,1,0,0,2
uc2.ark+=13960=t17m08m38,1840,1840,1840,random,7688562,,Hanmer[COMMA] John Hanmer[COMMA],London;Edward Moxon;1840.,,Sonnets,,,,,,1809,m,uk,,,,3,6,3,3,2,1,11,3,2,0,2,1,1,3,0,2,2,1,0,1,4,2,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uc2.ark+=13960=t1bk19943,1840,1840,1840,random,6509556,,Landreth[COMMA] Peter.,London;Simpkin[COMMA] Marshall;1840.,,The poet: The infidel,,,,,,,m,uk,,,,17,7,1,16,5,1,65,3,1,9,1,3,0,3,1,6,1,1,0,0,0,0,0,2,4,25,2,0,3,11,2,9,0,1,1,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t5cc1sf60,1840,1840,1840,random,9569466,,Page[COMMA] Theophilus. [from old catalog],New York;Printed for the author;1840.,,Heavenly musing;,,,,,,,m,us,,,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hvd.hwkq93,1840,1840,1840,reviewed,9731919,2742917,Norton[COMMA] Caroline Sheridan[COMMA],London;H. Colburn;1840.,,The dream,rev,pos,,1841,GrM,1808,f,uk,,,,17,17,17,25,22,12,8,6,8,16,2,15,2,4,3,4,4,3,1,0,0,5,2,3,1,0,1,1,3,1,1,0,1,0,4,1,3,2,4,1,1,0,10,4,1,4,1,0,4,2,2,3,0,0,0,5,3,0,7,7,2,2,2,0,1,0,0,0,0,1,0,1,0
nyp.33433076030042,1840,1840,1840,reviewed,8655701,6244684,Cone[COMMA] Spencer Wallace[COMMA],New York;Wiley & Putnam [etc.;1840.,,The proud ladye,rev,,,1840,GrM,1819,m,us,,,,24,16,15,6,10,6,44,3,4,18,2,5,2,1,1,3,6,1,2,2,0,1,3,2,2,12,9,1,2,3,0,12,0,1,3,0,4,1,0,2,0,1,0,1,7,1,0,0,1,0,0,0,1,0,0,3,3,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
nyp.33433074874185,1839,1839,1839,reviewed,5261319,5961275,Sterling[COMMA] John[COMMA],London;Edward Moxon;1839.,,Poems,rev,pos,,1840,QR,1806,m,uk,,,,16,9,6,6,6,13,30,10,18,13,4,10,2,0,4,0,2,3,1,1,2,1,1,7,1,1,3,6,6,0,2,2,1,2,0,0,1,0,3,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,2,1,1,0,1,0,1,0,0,2,0,0,1,0,1,0,1,0,0
njp.32101074868017,1839,1839,1839,random,9024807,,Pratt[COMMA] Parley P.,New York;Printed by W. Molineux;1840 [c1839,,The millennium and other poems,,,,,,1807,m,us,,,,2,0,5,2,5,0,7,4,7,1,0,3,0,1,1,1,0,0,2,0,1,7,0,0,1,5,0,6,0,20,0,0,0,0,2,0,1,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0
hvd.hwjueh,1841,1841,1839,random,9730581,,Emmons[COMMA] Richard[COMMA],Boston;1841.,,The battle of Bunker Hill,,,,,,1788,m,us,,,,1,0,1,2,2,1,15,4,2,0,1,1,0,0,0,0,1,0,0,0,1,3,1,0,0,10,0,3,1,2,1,4,6,2,0,0,1,0,0,0,0,0,0,1,15,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,1
uc1.b182952,1840,1840,1838,reviewed,6652066,4308782,Morris[COMMA] Charles[COMMA],London;R. Bentley;1840.,v.1,Lyra urbanica;,rev,,,1841,BM,1745,m,uk,,,,26,3,1,5,10,2,8,2,8,4,0,1,1,1,0,6,4,4,2,3,2,1,0,8,0,1,2,1,0,9,0,64,8,0,17,0,6,9,1,1,0,0,0,5,0,5,0,0,1,0,0,0,0,0,1,3,5,0,0,0,11,0,0,0,0,1,1,2,0,6,1,0,0
uc2.ark+=13960=t8v984f2b,1837,1837,1837,reviewed,7692953,13427225,Stuart-Wortley[COMMA] Emmeline[COMMA],London;Saunders;1837.,,Fragments and fancies,rev,neg,,1840,QR,1806,f,uk,,,,5,3,1,8,0,0,32,0,3,14,1,2,0,0,0,0,3,0,0,0,0,0,3,2,0,0,2,1,2,8,1,0,5,0,0,0,1,1,4,0,0,1,2,1,0,1,0,1,1,0,0,3,0,5,1,3,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,4,0
uc2.ark+=13960=t20c4zd4j,1837,1837,1837,random,7690431,,Manning[COMMA] George Theodore.,London;1837.,,Rural rhymes,,,,,,,m,uk,,,,4,9,4,2,0,3,14,0,0,0,3,1,2,1,2,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
uc1.b166346,1837,1837,1837,random,6641750,,Llwyd[COMMA] Richard[COMMA],London;Whittaker;H. Hughes;and E. Parry;1837,,The poetical works of Richard Llwyd[COMMA] the Bard of Snowdon,,,,,,1752,m,uk,,,,6,0,7,1,6,1,24,13,5,3,0,4,0,2,1,0,1,1,0,0,0,16,0,1,1,8,0,10,0,7,0,0,1,1,0,0,6,8,1,0,0,0,0,2,3,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,10,1,0,0
njp.32101067631919,1837,1837,1837,random,7687238,,Dearden[COMMA] William[COMMA],London;Longman[COMMA] Rees[COMMA] Orme[COMMA] Brown[COMMA] Green[COMMA] & Longman; [etc.[COMMA] etc.;MDCCCXXXVII [1837,,The star-seeker,,,,,,,m,uk,,,,7,11,10,16,7,11,15,5,3,1,0,9,0,3,0,0,4,7,0,0,2,0,0,0,0,5,1,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1
hvd.hnnzqj,1835,1835,1835,reviewed,8585960,9345963,Alford[COMMA] Henry[COMMA],Cambridge;Printed at the Pitt press[COMMA] by John Smith for Longman and J. & J. J. Deighton;1835.,v.2,The school of the heart,rev,,,1835,ER,1810,m,uk,,,,5,6,1,17,11,5,7,3,8,1,1,10,2,1,2,2,2,0,0,1,0,3,2,3,0,0,0,0,0,0,0,1,1,0,0,1,1,6,0,0,2,0,0,1,0,1,0,1,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1
njp.32101066693696,1835,1835,1835,random,9247335,,,Boston;Russell[COMMA] Odiorne[COMMA] and Metcalf;1835.,,A Glance at the nations[COMMA] with other poems,,,,,,,,us,,,,1,1,3,2,3,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,0,4,1,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,14,2,0,1,2,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t7xk8wp35,1835,1835,1835,random,9578953,,Patterson[COMMA] Stephen[COMMA],Burlington[COMMA] N.J.;J. L. Powell;1835.,,The contrast,,,,,,1812,m,us,,,,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
njp.32101040128652,1837,1837,1835,reviewed,8889609,4879111,Moxon[COMMA] Edward[COMMA],London;Bradbury and Evans;1837.,,Sonnets,rev,,,1837,QR,1801,m,uk,,,,3,2,0,3,3,1,8,1,0,1,0,0,0,1,0,0,1,0,0,1,3,2,0,1,0,0,0,0,0,7,1,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
nyp.33433074914437,1835,1835,1835,reviewed,8663652,7406237,Wordsworth[COMMA] William[COMMA],Boston;James Munroe and co.;1835.,,Yarrow revisited,rev,pos,,1835,QR,1770,m,uk,,,y,9,14,2,9,12,6,3,14,23,8,5,2,1,4,0,3,5,3,2,1,0,7,4,5,1,0,0,2,2,1,4,0,1,4,1,5,6,4,0,0,3,0,0,2,0,2,2,0,2,1,0,2,1,1,1,3,1,0,3,0,0,0,0,2,2,1,2,0,0,1,1,0,0
hvd.hnmy3p,1835,1835,1835,random,9730422,,Copleston[COMMA] John Gay.,London;J. G. and F. Rivington;1835.,,Lynmouth;,,,,,,,m,uk,,,,0,0,0,1,2,1,5,2,2,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uc2.ark+=13960=t5h99f43z,1834-1835,1834,1834,reviewed,7687650,2705778,Elliott[COMMA] Ebenezer[COMMA],London;B. Steill;1834-35.,v.003,[Elliott[APOSTROPHE]s poems],rev,pos,,1834,ER,1781,m,uk,,,,21,14,10,5,15,13,13,5,2,4,2,4,1,2,1,0,3,0,0,1,0,8,4,0,2,0,4,2,1,3,3,0,0,0,0,2,2,1,0,0,1,0,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,4,0,0,1
uc2.ark+=13960=t2k64cd80,1834-1835,1834,1834,reviewed,7687650,2705778,Elliott[COMMA] Ebenezer[COMMA],London;B. Steill;1834-35.,v.002,[Elliott[APOSTROPHE]s poems],rev,pos,,1834,ER,1781,m,uk,,,,35,21,15,11,26,25,20,11,3,11,4,8,1,0,3,3,5,1,1,2,1,6,7,0,1,4,7,1,2,7,19,0,0,6,3,5,2,0,2,0,9,0,1,1,0,3,0,0,0,0,8,2,0,4,1,3,1,0,0,1,3,1,1,1,2,0,0,0,0,4,0,2,2
njp.32101064671389,1834,1834,1834,random,9408928,,Trenhaile[COMMA] J.,London;Longman[COMMA] Rees[COMMA] Orme[COMMA] Brown[COMMA] Green[COMMA] & Longman;Devonport;W. Byers;1834.,,Recreations in rhyme,,,,,,1792,m,uk,,,,23,5,3,8,13,5,27,7,4,14,1,3,0,1,0,1,0,3,5,1,0,0,0,0,1,33,1,3,0,8,1,23,5,1,4,1,5,2,2,1,0,0,0,12,4,0,1,0,0,0,0,2,7,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,3,0,0,1
hvd.hnpeas,1833,1833,1833,random,9720255,,Markham[COMMA] Alexander.,Belfast;Hodgson; [etc.;1833.,,The avenged bride;,,,,,,1796,m,ir,,,,15,4,4,6,2,0,26,0,2,3,1,7,0,2,1,1,0,2,2,0,1,0,0,0,1,9,0,3,0,3,1,9,0,0,0,0,0,4,0,0,0,1,0,2,2,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
nyp.33433076030117,1833,1833,1833,random,284595,,Clark[COMMA] Willis Gaylord[COMMA],Philadelphia;Key & Biddle;1833.,,The spirit of life;,,,,,,1808,m,us,,,,3,5,2,0,1,0,4,3,3,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
nyp.33433074899802,1833,1833,1833,random,8588066,,Kenyon[COMMA] John[COMMA],London;Edward Moxon;1833.,,Rhymed plea for tolerance,,,,,,1784,m,uk,,,,0,1,1,7,14,3,19,2,47,3,0,2,0,1,0,1,1,0,0,2,0,1,3,3,0,0,0,1,0,1,1,0,0,0,2,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,6,1,0,1,0,2,2,0,1,1,2,0,0,2,0,1,0,0
hvd.32044058223066,1833,1833,1833,reviewed,1418159,568932,Coleridge[COMMA] Hartley[COMMA],Leeds;F.E. Bingley;1833.,v.1,Poems,rev,,,1833,QR,1796,m,uk,,,,12,13,0,12,11,9,36,1,14,4,0,7,3,0,2,0,5,2,0,2,1,6,1,0,0,3,0,0,5,2,2,5,0,0,0,4,0,4,0,0,2,0,2,1,2,0,2,1,3,1,2,0,1,0,1,1,0,1,0,2,1,0,1,1,0,1,3,1,0,1,0,1,1
uc2.ark+=13960=t17m05k61,1834-1835,1834,1833,reviewed,7687650,2705778,Elliott[COMMA] Ebenezer[COMMA],London;B. Steill;1834-35.,v.001,[Elliott[APOSTROPHE]s poems],rev,pos,,1834,ER,1781,m,uk,,,,44,11,14,7,18,18,35,7,4,8,3,5,0,4,0,0,5,0,1,1,0,5,2,0,2,1,2,6,2,5,11,3,3,2,2,2,5,1,0,0,2,0,1,0,1,5,0,1,3,0,3,1,1,4,0,0,0,1,0,1,0,1,1,1,6,0,0,0,0,2,0,0,2
uc1.b182470,1834,1834,1833,random,6651775,,Graham[COMMA] John[COMMA],London;T. and W. Boone;1834.,,A vision of fair spirits,,,,,,1813,m,uk,,,,13,5,10,0,0,2,13,0,3,7,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,1,0,1,0,3,1,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
njp.32101066709666,1833,1833,1833,random,9405469,,Apperley[COMMA] Charles Owen.,London;Smith[COMMA] Elder;1833.,,Europe[COMMA] a political sketch;,,,,,,,m,uk,,,,1,1,2,4,1,1,25,3,3,5,0,1,0,2,0,0,1,0,0,0,0,4,0,0,1,1,0,11,1,6,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hvd.32044077933034,1841,1834,1833,reviewed,9728538,6830625,Lyte[COMMA] Henry Francis[COMMA],London;J. Nisbet and J. Burns;1841.,,Poems,rev,pos,,1834,ER,1793,m,uk,,,,9,13,1,2,7,0,18,3,10,0,2,0,1,0,0,0,2,1,0,1,0,0,0,0,1,1,1,0,1,8,1,5,1,0,1,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,16,1,1,0,0,0,0,1,1,10,0,1,0,0,0,0,1,0,0,0,0
uc2.ark+=13960=t0rr1v740,1833,1833,1833,reviewed,7691224,13357703,Overton[COMMA] Charles.,London;Rivington;1833.,,Ecclesia anglicana;,rev,,,1833,ER,1805,m,uk,,,,15,3,5,10,2,2,18,2,25,0,1,1,0,4,0,0,0,2,0,0,0,0,1,1,2,0,1,5,0,6,0,0,7,5,0,2,1,5,2,0,0,1,0,2,0,0,0,0,1,0,1,1,18,3,0,0,0,0,1,0,7,2,0,0,1,0,1,4,0,0,0,0,0
loc.ark+=13960=t78s5hf3h,1833,1833,1833,random,9577014,,Bulmer[COMMA] Agnes (Collinson)[COMMA],New York;B. Waugh and T. Mason;1833.,,Messiah[APOSTROPHE]s kingdom,,,,,,1775,f,uk,,,,30,25,0,29,4,5,88,2,90,1,2,13,0,6,0,1,3,1,0,0,1,0,1,0,1,0,0,6,1,29,0,0,12,1,9,0,1,17,3,0,0,1,0,7,0,6,0,0,3,0,3,1,32,26,0,5,0,0,0,3,6,5,0,0,1,0,3,0,0,0,2,9,0
uc1.b4104953,1837,1837,1832,reviewed,6156109,11685732,Bryant[COMMA] William Cullen[COMMA],New York;Harper & Brothers;1839.,,Poems,rev,pos,,1842,GrM,1794,m,us,,,y,26,46,19,13,8,21,25,14,3,3,12,5,15,2,10,4,9,1,2,0,1,6,2,3,2,4,1,4,2,3,2,3,2,2,2,7,1,4,0,1,1,3,1,1,2,8,0,0,2,2,5,4,0,1,0,0,8,1,0,0,0,1,1,3,2,0,0,0,1,0,3,0,0
uc2.ark+=13960=t7jq10136,1831,1831,1831,reviewed,6635813,5971608,Jones[COMMA] John[COMMA],London;J. Murray;1831.,,Attempts in verse,rev,,,1831,ER,1774,m,uk,,,,6,13,1,4,4,2,23,5,0,1,6,3,5,2,2,1,3,0,0,0,1,6,2,0,1,14,0,0,0,16,1,7,0,0,11,1,2,6,0,0,0,1,0,5,1,1,3,0,0,0,0,0,0,2,1,1,2,0,0,0,3,0,0,0,1,0,2,0,0,3,2,0,0
uc1.b119795,1831,1831,1831,reviewed,1693844,3573833,Landor[COMMA] Walter Savage[COMMA],London;E. Moxon;1831.,,Gebir[COMMA] Count Julian[COMMA] and other poems,rev,,,1837,QR,1775,m,uk,,,,6,8,3,3,19,5,27,9,5,7,4,5,0,5,7,2,2,4,1,5,1,2,1,1,0,2,2,5,4,5,1,2,2,6,7,2,1,1,3,3,0,1,0,8,0,4,3,1,0,1,3,2,0,0,1,1,4,0,0,0,2,0,1,0,4,1,0,1,0,2,0,1,0
mdp.39015039355337,1831,1831,1831,reviewed,240850,7914699,Lytton[COMMA] Edward Bulwer Lytton[COMMA],London;H. Colburn and R. Bentley;1831.,,The Siamese twins,rev,neg,,1831,ER,1803,m,uk,,,,12,9,3,22,46,21,45,10,17,16,3,3,3,2,6,5,8,5,4,3,8,1,0,5,1,3,3,7,6,4,10,3,1,1,3,1,1,1,4,2,1,2,1,5,7,1,5,0,4,0,3,8,0,1,1,8,1,1,17,0,1,0,5,1,0,1,2,3,5,8,0,0,0
nyp.33433074907209,1831,1831,1831,random,448339,,Hawley[COMMA] W. F.,Montreal;J.A. Hoisington[COMMA] & co.;1831.,,The unknown;,,,,,,1804,m,ca,,,,15,5,1,9,21,7,9,3,1,4,0,1,0,5,2,0,0,0,0,1,0,1,2,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
nyp.33433076034895,1831,1831,1831,random,8656477,,Hill[COMMA] George[COMMA],Washington;Thompson and Homans;1831.,,The ruins of Athens,,,,,,1796,m,us,,,,5,15,10,16,12,11,24,0,1,4,12,2,1,0,1,1,0,1,0,0,2,6,3,1,0,5,1,1,0,3,0,10,0,0,2,1,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
njp.32101068972833,1831,1831,1831,random,8975916,,Law[COMMA] James Sylvius.,Dublin;R. Grace;1831.,,The wrongs of Ireland historically reviewed[COMMA] from the invasion to the present time,,,,,,,m,ir,,,,8,8,9,18,8,3,18,9,115,3,2,0,1,7,4,1,3,0,0,2,0,4,1,0,0,0,0,108,1,18,1,0,3,0,11,0,4,2,0,1,0,0,0,5,1,2,0,0,4,4,0,0,6,6,0,13,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0
njp.32101026750396,1833,1833,1830,reviewed,8887364,13343805,Northampton[COMMA] Margaret Clephane Compton[COMMA],London;Printed by Mills[COMMA] Jowett[COMMA] and Mills;1833.,,Irene,rev,,,1840,QR,1795,f,uk,,,,20,12,9,14,20,10,50,8,10,7,5,4,2,7,6,2,4,5,7,2,2,4,0,1,1,14,1,2,3,2,0,9,5,3,0,3,3,2,4,0,1,3,1,4,2,3,2,0,0,1,0,1,0,0,0,1,2,0,1,1,2,0,1,0,4,0,1,2,0,0,0,2,3
uc1.b165945,1830,1830,1830,reviewed,6641479,10346764,Montgomery[COMMA] Robert[COMMA],London;Printed for Samuel Maunder;1830.,,Satan[COMMA] a poem,rev,neg,pop,1830,ER,1807,m,uk,,,,48,25,3,3,11,8,26,2,9,2,1,0,5,0,2,1,4,0,0,0,1,2,0,7,0,1,1,6,1,16,3,1,1,0,1,0,0,1,2,0,0,1,2,1,0,1,0,0,1,0,0,0,2,6,0,2,0,0,0,1,2,0,0,0,1,0,3,0,0,3,0,1,0
