docid,actualdate,inferreddate,firstpub,recept,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birth,gender,nationality,othername,notes,canon,DEAD,WIND,RED,STRANGE,HALF,GREY,TIS,BETWEEN,FAITH,WOMAN,GRASS,SUDDEN,BROWN,LEST,YELLOW,SHUT,HOLLOW,MOUTH,WOMEN,NIGHTS,DUMB,WRITTEN,BLOWN,STIR,ASLEEP,I_LL,LAUGHED,NATION,HERS,SCENES,WAN,I_VE,TREASURES,KNEES,FRIENDSHIP,NAKED,PEN,STRAINS,ACHING,SITTING,YESTERDAY,GARDENS,PASSIONATE,PURSUE,WE_LL,WOULDST,CREEPING,DUSK,BROODING,UNDERNEATH,SMOTE,BREATHLESS,SAVIOUR,REIGNS,BLOWING,HARSH,COLOURED,DUSTY,VAGUE,MOANING,IMPART,JESUS,CURLED,HURRYING,SHAKEN,FOLK,BESTOW,HURT,MISSION,LONDON,BEATEN,ALIEN,DRIPPING
nnc1.50196709,1855,1855,1855,reviewed,8408427,,Boner[COMMA] Charles[COMMA],London;Chapman and Hall;1855.,,Cain,rev,,,1855,WR,1815,m,uk,,,,11,5,4,25,1,1,20,5,0,0,4,3,0,10,0,3,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,2,0,3,2,0,0,0,0,1,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0
loc.ark+=13960=t5p84vh35,1856,1856,1855,reviewed,9585316,,Longfellow[COMMA] Henry Wadsworth[COMMA],Boston;Ticknor and Fields;1856.,,The song of Hiawatha,rev,,,1856,GrM,1807,m,us,,,y,23,45,45,9,9,4,1,8,1,20,1,3,5,12,28,2,9,1,25,6,0,2,2,0,2,0,11,2,0,0,0,0,1,3,3,10,0,0,0,2,0,0,0,1,0,0,2,4,0,6,13,2,1,0,2,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,5
loc.ark+=13960=t5k93s006,1868,1868,1854,random,7649748,,Taylor[COMMA] Benjamin Franklin[COMMA],New York;Oakley and Mason;1868.,,January and June,,,,,,1819,m,us,,,,42,25,23,10,16,11,9,11,3,7,7,0,2,1,9,5,7,0,1,3,7,1,2,0,3,5,1,1,1,3,0,2,4,0,0,1,1,4,0,1,7,2,0,0,5,0,2,0,0,0,1,5,0,1,3,0,0,5,0,1,1,0,1,0,0,0,0,0,3,2,0,0,3
uc2.ark+=13960=t16m34j1k,1863,1863,1854,reviewed,7691475,5453617,Patmore[COMMA] Coventry Kersey Dighton[COMMA],London;Macmillan & co.;1863.,v.2,The angel in the house,rev,pos,,1858,ER,1823,m,uk,,,,19,13,6,32,25,5,72,10,19,26,5,8,3,5,2,3,0,5,19,2,6,6,1,5,5,12,7,1,5,2,3,28,0,3,3,0,1,1,2,2,3,0,1,0,0,0,0,2,1,0,2,0,0,0,0,2,0,3,5,2,0,0,2,0,1,0,0,3,0,1,0,0,1
uc2.ark+=13960=t1xd0s923,1863,1863,1854,reviewed,7691475,5453617,Patmore[COMMA] Coventry Kersey Dighton[COMMA],London;Macmillan & co.;1863.,v.1,The angel in the house,rev,pos,,1858,ER,1823,m,uk,,,,10,4,6,11,29,0,34,4,24,28,3,4,0,4,0,5,0,4,7,2,2,2,2,6,4,12,7,0,6,0,0,8,0,1,4,0,2,1,0,1,3,1,5,4,1,2,0,1,1,0,1,0,0,1,0,0,0,0,6,0,1,0,0,0,1,0,0,8,0,2,0,1,0
uc1.b165933,1854,1854,1854,reviewed,6641467,1876225,Massey[COMMA] Gerald[COMMA],London;D. Bogue;1854.,,The ballad of Babe Christabel,rev,,,1856,ER,1828,m,uk,,,,13,10,45,7,15,8,3,2,26,2,3,11,1,3,0,12,1,7,1,4,8,6,4,4,0,0,3,2,2,0,1,0,4,0,0,6,1,0,5,2,0,1,6,0,0,1,2,2,6,1,4,1,1,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0
loc.ark+=13960=t5q81tq24,1854,1854,1854,random,5946355,,Blake[COMMA] Emma M.,Charleston;Privately printed for D. Blake;1854,,Reliquae,,,,,,,f,us,,,,2,5,1,5,3,1,9,2,9,1,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,11,0,4,0,0,0,1,0,0,1,0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loc.ark+=13960=t1gj02d1m,1854,1854,1854,random,9596027,,Hewitt[COMMA] Mary E.,New York;Lamport[COMMA] Blakeman & Law;1854.,,Poems,,,,,,1807,f,us,,,,20,26,16,0,3,7,14,9,14,8,6,2,2,5,2,1,0,1,1,0,0,3,0,0,0,1,2,5,1,1,1,4,0,0,0,0,1,3,1,0,1,0,6,0,2,2,1,0,0,3,4,2,1,0,2,0,0,0,2,1,6,0,1,5,0,0,0,0,0,0,0,0,0
mdp.39015028372848,1879,1879,1853,random,1725528,,KÄÅlidÄÅsa.,London;TrÃ_bner & co.;1879.,,The birth of the war-god,,,,,,1826,m,uk,Trans Griffith[COMMA] Ralph,Trans of Indian epic; birth date is translator,,1,8,16,0,6,1,8,1,1,4,6,1,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,4,0,0,2,3,0,2,0,0,0,1,0,0,2,0,0,1,3,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
uc2.ark+=13960=t45q4rv9v,1853,1853,1853,reviewed,8663989,3200322,Smith[COMMA] Alexander[COMMA],Boston;Ticknor[COMMA] Reed[COMMA] and Fields;1853.,,Poems,rev,,,1856,ER,1829,m,uk,,spasmodic,,28,25,20,16,18,13,33,7,6,7,5,5,2,0,3,5,2,4,2,8,2,5,5,2,3,0,2,0,3,0,1,0,0,7,1,7,0,1,1,9,5,1,2,0,0,3,1,5,3,4,1,2,1,0,5,1,0,0,3,2,0,0,1,2,1,0,0,1,0,1,1,1,0
inu.39000001277370,1858,1858,1853,random,6060098,,Hollingsworth[COMMA] Alfred Johnstone[COMMA],London;Skeet;1858,,The poetical works of the late Alfred Johnstone Hollingsworth,,,,,,1818,m,uk,,,,26,6,7,2,6,6,111,5,0,4,1,5,1,4,1,1,3,1,2,5,0,1,1,1,3,41,2,0,1,0,2,5,1,0,1,2,3,0,0,0,5,0,0,0,17,5,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,6,0,4,0,4,0,3,1,0,1
loc.ark+=13960=t1jh41981,1853,1853,1853,random,9601954,,Buchanan[COMMA] William B.,Baltimore;Murphy & Co.[COMMA] Printers;1853.,,Baltimore[COMMA] or[COMMA] Long[COMMA] long time ago,,,,,,,m,us,,,,3,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
nyp.33433075824668,1853,1853,1853,random,8656458,,Hagen[COMMA] John Cole.,New York;Cornish[COMMA] Lamport & Co.;1853.,,Foot-prints of truth; or[COMMA] Voice of humanity,,,,,,,m,us,,,,16,4,1,8,1,1,15,1,3,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,5,0,0,3,0,2,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,4,0,3,0,0,0,1
loc.ark+=13960=t3417h040,1853,1853,1853,random,9561834,,Gould[COMMA] Hannah F[lagg][COMMA],Boston;Crosby[COMMA] Nichols[COMMA] & co.;1853.,,The mother[APOSTROPHE]s dream[COMMA] and other poems,,,,,,1789,f,us,,,,11,3,4,2,16,2,13,10,11,5,5,2,0,1,1,3,3,5,0,0,3,5,0,1,2,5,0,6,2,1,1,8,13,1,4,3,1,4,1,1,2,0,1,2,4,4,0,0,0,0,1,0,13,2,3,0,0,0,0,1,2,4,1,0,0,0,3,0,0,0,0,0,0
uc1.b167470,1853,1853,1853,reviewed,1425769,1494125,Arnold[COMMA] Edwin[COMMA],Oxford;Francis Macpherson;1853.,,Poems[COMMA] narrative and lyrical,rev,,,1853,WR,1832,m,uk,,,,16,7,20,11,12,3,5,8,4,16,5,8,3,3,4,1,4,1,2,5,5,3,0,4,1,4,1,1,3,0,0,3,1,3,0,1,0,0,1,2,1,0,5,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
uc2.ark+=13960=t5n877k3f,1853,1853,1853,reviewed,119922,1744960,Dobell[COMMA] Sydney[COMMA],London;Smith[COMMA] Elder and co.; [etc.[COMMA] etc.;1854 [i.e. 1853,,Balder,rev,neg,,1854,WR,1824,m,uk,,, ,53,60,19,42,13,13,31,26,8,6,15,41,1,14,3,19,6,3,5,6,8,3,4,11,6,11,3,1,5,1,14,0,0,5,0,19,7,2,2,9,12,0,4,2,2,10,4,1,1,0,2,5,0,0,0,2,9,0,0,2,0,0,0,2,2,0,0,2,0,1,5,1,1
njp.32101073982710,1853,1853,1853,reviewed,7469047,7951177,Browning[COMMA] Elizabeth Barrett[COMMA],London;Chapman & Hall;1853.,v.2,Poems,rev,,,1857,WR,1806,f,uk,,,y,97,47,33,19,40,21,24,30,12,29,19,21,28,6,2,19,3,29,7,5,8,5,4,6,2,1,14,1,2,1,2,0,2,8,0,0,0,2,1,8,6,4,3,1,0,6,3,1,0,10,3,1,4,0,2,0,1,1,0,6,0,2,3,0,1,0,0,0,5,2,0,1,5
loc.ark+=13960=t3cz3sw3f,1856,1856,1852,random,9605281,,Truesdell[COMMA] Helen.,Cincinnati;E. Morgan;1856.,,Poems,,,,,,1820,f,us,,,,7,2,4,9,6,5,17,0,8,14,0,3,0,1,0,0,2,1,0,2,0,5,0,0,0,8,0,1,2,8,0,5,1,0,9,0,2,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,0,1,0
nyp.33433074899968,1852,1852,1852,random,8663331,,MacLean[COMMA] Anna Jane.,Dublin;J. McGlashan;1852.,,Eman More,,,,,,1793,f,ir,,,,10,2,2,13,20,21,12,6,5,7,0,1,1,3,1,2,1,0,0,1,2,0,0,0,2,4,0,0,0,2,4,0,4,2,1,0,1,2,1,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,1,0,1,0,0,0,1
uc1.b158313,1852,1852,1852,reviewed,6636088,5046801,Boker[COMMA] George H.,Philadelphia;A. Hart;1852.,,The Podesta[APOSTROPHE]s Daughter,rev,pos,,1852,GrM,1823,m,us,,,,8,6,6,5,11,3,12,13,7,4,10,6,2,0,0,0,5,5,0,1,5,0,3,3,1,12,4,0,1,0,0,1,2,0,0,0,0,2,0,2,1,0,0,0,5,0,0,1,2,0,0,0,2,0,0,1,0,3,2,0,0,0,1,0,1,0,0,0,0,0,1,1,5
nyp.33433074858238,1851,1851,1851,reviewed,8663222,549887,Browning[COMMA] Elizabeth Barrett[COMMA],New York;C. S. Francis;Boston;J. H. Francis;1851.,,Prometheus bound[COMMA] and other poems;,rev,,,1840,QR,1806,f,uk,,,y,44,12,15,5,15,4,11,25,15,11,2,6,3,8,0,13,4,14,6,1,3,2,2,6,1,1,5,9,2,0,0,0,0,8,0,2,1,2,0,2,7,3,5,2,0,5,0,1,0,3,2,0,1,2,0,2,1,1,0,2,0,0,4,0,0,0,0,1,0,0,0,2,1
uc2.ark+=13960=t2h70bw5m,1851,1851,1851,random,1187558,,Tuckerman[COMMA] Henry T.,Boston;Ticknor[COMMA] Reed[COMMA] and Fields;1851.,,Poems,,,,,,1813,m,us,,,,9,7,3,2,11,8,10,4,13,5,8,3,2,0,3,1,1,0,1,1,0,2,1,2,2,1,1,4,0,4,4,5,2,0,0,0,0,9,2,0,0,1,1,1,0,1,0,0,3,0,0,0,2,1,0,1,1,0,5,4,5,1,1,0,0,0,1,0,0,0,0,0,1
loc.ark+=13960=t77s8814j,1850,1850,1850,random,1398755,,Parker[COMMA] Henry W.,Auburn;J. M. Alden;1850.,,Poems,,,,,,,m,,,,,14,9,8,9,9,2,14,2,1,4,0,6,1,2,2,2,1,0,1,0,0,1,1,3,0,1,2,1,1,6,1,2,1,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0
uc2.ark+=13960=t2s46hv0j,1850,1850,1850,reviewed,1776042,423344,Whittier[COMMA] John Greenleaf[COMMA],Boston;Ticknor[COMMA] Reed[COMMA] and Fields;1850.,,Songs of labor,rev,pos,,1850,GrM,1807,m,us,,,y,10,10,8,4,5,7,0,5,8,6,3,0,8,0,5,0,1,0,2,0,4,0,1,0,1,0,1,0,1,0,0,0,2,1,2,1,1,0,1,0,0,3,0,0,1,0,3,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
uc2.ark+=13960=t3fx7436h,1861,1861,1849,reviewed,6678434,3149781,Tennyson[COMMA] Alfred Tennyson[COMMA],Boston;Ticknor and Fields;1861.,,In memoriam,rev,pos,pop,1855,ER,1809,m,uk,,,y,33,8,4,6,27,6,3,1,25,0,2,3,3,3,0,7,5,0,0,0,4,2,3,3,1,0,1,0,0,0,1,0,0,0,6,0,0,0,1,2,0,0,0,0,0,1,1,5,3,2,0,0,1,0,1,0,0,1,6,1,1,0,0,1,2,0,0,0,3,0,0,0,0
nyp.33433074846860,1850,1850,1849,reviewed,8663255,8390365,Browning[COMMA] Robert[COMMA],Boston;Ticknor[COMMA] Reed and Fields;1850.,v.1,Poems,rev,pos,,1849,GrM,1812,m,uk,,,y,19,14,5,27,16,7,63,7,7,5,2,6,2,4,3,8,1,4,2,3,2,0,3,2,4,1,1,0,0,0,1,0,1,3,0,4,0,0,1,5,0,1,4,2,0,4,1,2,3,1,0,1,2,0,0,0,1,0,3,1,3,0,2,0,1,2,0,2,1,0,0,1,0
nyp.33433074846878,1850,1850,1849,reviewed,8663255,8390365,Browning[COMMA] Robert[COMMA],Boston;Ticknor[COMMA] Reed and Fields;1850.,v.2,Poems,rev,pos,,1849,GrM,1812,m,uk,,,y,18,9,19,12,22,13,19,6,3,10,4,8,6,11,14,11,1,10,5,0,4,2,1,4,6,0,4,0,4,0,1,1,1,6,3,4,4,0,0,0,0,1,1,2,1,3,1,1,0,4,0,2,1,0,2,1,1,0,0,0,0,0,3,0,0,1,0,4,1,3,2,1,1
uc2.ark+=13960=t0wp9zm0t,1856,1856,1848,reviewed,7685248,3970640,Aird[COMMA] Thomas[COMMA],Edinburgh;W. Blackwood;1856.,,The poetical works of Thomas Aird,pub,,,1851,BM,1802,m,uk,,,,36,20,38,17,50,23,66,11,25,17,17,16,10,6,23,4,11,8,9,4,9,1,2,6,4,42,0,1,11,0,5,28,0,6,1,11,2,2,2,14,1,3,4,6,23,2,1,6,4,0,16,4,2,1,4,6,7,7,3,2,2,19,7,9,3,6,0,12,2,0,0,0,5
nyp.33433084126113,1848,1848,1848,random,8662400,,Dow[COMMA] Jesse Erskine[COMMA],Washington;W. Adam;1848.,,The American seasons,,,,,,1809,m,us,,,,6,8,20,2,13,7,4,2,3,3,4,1,10,0,7,0,2,2,0,2,0,1,0,0,0,0,0,2,0,4,1,0,1,0,2,2,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
uc2.ark+=13960=t9959jh8d,1847,1847,1847,reviewed,1427031,2971128,Taylor[COMMA] Henry[COMMA],London;E. Moxon;1847.,,The eve of the conquest[COMMA] and other poems,rev,pos,,1849,ER,1800,m,uk,,,,3,7,3,1,6,0,3,3,2,3,0,2,0,2,0,0,1,1,1,0,0,6,1,0,0,0,2,0,3,0,1,0,1,0,2,3,3,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0
uc1.b166335,1847,1847,1847,reviewed,1546960,1355340,Landor[COMMA] Walter Savage[COMMA],London;Edward Moxon ...;1847.,,The Hellenics of Walter Savage Landor,rev,pos,,1850,ER,1775,m,uk,,,,6,15,5,4,21,7,37,11,8,5,14,4,1,14,6,4,9,3,3,5,0,0,2,1,4,0,3,2,14,3,1,0,0,7,6,2,0,0,3,2,1,1,0,0,0,12,1,0,0,3,5,1,0,2,0,2,1,0,2,0,0,0,0,0,5,0,2,5,0,0,0,0,0
inu.30000108907506,1847,1847,1847,random,10561464,,Tappan[COMMA] William B.,Boston;Published by Benjamin B. Mussey;London;Chapman[COMMA] brothers;1847.,,Sacred and miscellaneous poems,,,,,,1794,m,us,,,,51,8,8,5,5,2,12,11,25,13,4,2,0,4,2,7,1,8,3,1,7,19,1,4,0,3,1,9,1,6,0,25,9,2,3,1,0,6,3,3,1,1,0,2,1,9,0,0,2,0,3,0,40,0,0,1,1,1,0,2,10,52,6,0,0,0,7,0,10,3,1,0,0
nyp.33433074907142,1849,1849,1847,reviewed,8662846,12715851,Howitt[COMMA] Mary Botham[COMMA],New York;G. P. Putnam;1849.,,Ballads and other poems,rev,,,1851,WR,1799,f,uk,,,,29,18,19,9,8,33,22,6,13,16,5,5,11,1,6,0,8,1,7,3,0,4,1,5,1,23,5,0,1,1,6,11,4,4,1,2,1,0,2,8,3,1,0,0,5,1,3,0,1,1,2,0,3,0,3,2,0,0,0,4,1,6,2,2,0,1,0,1,1,3,1,1,0
uc1.b3576529,1847,1847,1847,reviewed,6677821,21025322,Street[COMMA] Alfred Billings[COMMA],New York;Clark & Austin;1847.,,The Poems of Alfred B. Street,rev,pos,,1847,WR,1811,m,us,,,,41,79,83,17,24,72,35,25,4,2,96,10,43,3,18,1,28,4,1,4,2,2,0,5,0,3,4,7,0,17,1,2,5,0,3,7,0,6,1,0,1,2,1,0,11,0,6,1,5,3,1,6,0,5,0,5,0,2,0,3,0,0,7,0,1,0,1,0,0,0,5,0,5
nyp.33433074843933,1855,1855,1846,random,8664835,,Croly[COMMA] George[COMMA],London;H. Colburn;1855.,,The modern Orlando: a poem,,,,,,1780,m,uk,,,,6,7,9,5,31,5,35,4,3,14,3,7,5,0,5,2,2,1,5,4,3,2,2,0,0,2,7,2,0,5,2,4,0,4,0,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,3,1,0,0,0,0,4,0,0,0,0,0,1,8,0,0,1
nyp.33433076026321,1847,1847,1846,random,8690754,,White[COMMA] Albert.,Springfield [Mass.;Printed by H.S. Taylor;1847.,,Sacred poems[COMMA] poems of love & romance[COMMA] humorous and narrative poems,,,,,,,m,us,,,,36,12,8,10,12,4,48,5,17,11,7,1,1,10,1,0,2,2,0,2,1,6,3,0,7,4,0,8,0,10,0,11,2,4,13,0,1,5,2,1,0,0,0,6,1,2,0,0,0,0,5,0,27,1,0,0,3,0,0,0,2,20,0,0,2,0,6,2,0,0,0,0,2
nyp.33433075971196,1849,1849,1846,random,8656279,,Osgood[COMMA] Frances Sargent Locke[COMMA],New York;Riker[COMMA] Thorne;1849.,,Poems,,,,,,1811,f,us,,,,6,17,5,15,50,5,68,9,35,30,6,4,5,15,1,12,2,5,0,0,4,5,5,0,1,36,2,0,13,6,1,33,12,0,11,0,11,1,1,0,0,0,27,4,6,5,0,0,0,0,0,1,1,1,2,2,1,0,2,1,4,0,3,0,0,0,3,0,5,1,1,0,0
loc.ark+=13960=t4hm64973,1846,1846,1846,random,11207842,,Plumer[COMMA] Wm.,Bost.;1846.,,Lyrica sacra,,,,,,,m,us,,,,12,4,7,0,3,1,0,3,3,11,1,2,0,6,0,0,2,0,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uc2.ark+=13960=t9g44q082,1846,1846,1846,reviewed,7690355,13316902,Mackay[COMMA] Charles[COMMA],London;Orr;1846.,,Voices from the crowd;,rev, ,,1842,WR,1814,m,uk,,,,18,25,10,1,18,24,22,9,23,13,16,7,9,2,6,12,2,5,6,4,7,2,0,2,2,5,5,8,3,1,3,1,0,1,0,3,6,0,1,6,0,5,1,2,4,12,2,0,1,1,5,2,0,3,3,7,0,0,1,3,0,0,2,0,0,1,2,1,5,6,1,4,1
hvd.32044018706432,1845,1845,1845,reviewed,9732610,21959282,Southey[COMMA] Caroline Bowles[COMMA],New York;Wiley and Putnam;1845.,,The birth-day,rev,pos,,1840,QR,1786,f,uk,,,,22,4,7,18,42,4,33,6,5,9,4,3,9,2,2,3,14,4,0,3,3,2,2,1,1,13,1,0,5,1,0,28,4,3,0,1,5,1,1,1,2,3,2,0,4,0,3,0,1,2,1,0,0,1,0,3,3,3,3,0,1,0,1,1,1,3,1,2,1,1,0,0,2
uc2.ark+=13960=t5p84dd5d,1845,1845,1845,reviewed,1423580,5469195,Norton[COMMA] Caroline Sheridan[COMMA],London;Chapman and Hall;1845.,,The Child of the Islands,rev,pos,,1845,ER,1808,f,uk,,,,18,8,9,8,13,10,5,3,5,2,5,5,1,2,3,6,2,1,0,2,7,4,2,3,1,0,0,1,3,3,1,0,2,1,0,1,1,1,1,2,0,1,5,2,2,1,3,0,2,3,2,0,0,0,0,2,0,0,1,1,2,0,4,0,0,0,1,0,2,1,1,1,0
njp.32101066458066,1847,1847,1845,random,8928075,,Cooper[COMMA] Thomas[COMMA],London;J. Watson;1847.,,The purgatory of suicides,,,,,,1805,m,uk,,,,11,6,0,49,13,21,47,5,25,17,1,3,0,7,0,3,2,6,0,1,6,3,5,2,0,5,5,3,1,0,2,0,3,1,4,0,1,5,2,1,2,0,2,10,6,7,0,0,6,0,4,1,0,3,0,5,0,0,7,0,5,0,1,0,0,0,2,0,0,2,0,1,0
njp.32101067706885,1845,1845,1845,random,8964865,,Bingham[COMMA] Frances Lydia.,London;Simpkin;1845.,,Hubert; or[COMMA] The orphans of St. Madelaine,,,,,,1825,f,uk,,,,18,4,0,1,4,1,5,2,11,0,0,2,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,1,0,0,0,4,14,1,0,0,0,0,0,0,5,19,0,0,0,0,1,0,0,0,0,0,0
njp.32101068142908,1846,1846,1845,random,8967500,,Lewis[COMMA] Alonzo[COMMA],Boston;B.B. Mussey & Co.;1846.,,Love[COMMA] forest flowers[COMMA] and sea shells,,,,,,1794,m,us,,,,6,12,8,7,3,2,6,3,11,16,4,5,1,0,4,0,1,0,0,1,0,1,0,1,0,0,0,4,1,12,0,3,6,0,21,0,1,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,0,0,0,1,1,0,0,0,0,1,0
loc.ark+=13960=t6pz5q631,1845,1845,1845,random,9560322,,De Windt[COMMA] Caroline Amelia Smith.,New York;1845.,,Melzinga,,,,,,,f,us,,,,6,2,0,0,1,4,30,4,14,1,0,1,2,0,1,0,0,0,0,0,0,2,0,3,0,1,0,4,0,12,0,1,8,0,8,0,5,3,0,0,1,0,0,1,7,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,1,0,1
uc2.ark+=13960=t8tb13h9k,1845,1845,1845,random,7689881,,Leckie[COMMA] Horner[COMMA] Mrs,Edinburgh;1845?,,[Mrs. Leckie[APOSTROPHE]s poems,,,,,,1779,f,uk,,,,3,1,0,2,0,0,14,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,13,0,4,1,3,0,15,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1
nyp.33433075777346,1845,1845,1845,random,7684339,,OehlenschlÃ_ger[COMMA] Adam Gottlob[COMMA],London;W. Pickering [etc.[COMMA] etc.;1845.,,The gods of the North,,,,,,1784,m,us,,translations[COMMA] birth date is translator[APOSTROPHE]s,,8,32,25,25,17,8,94,13,4,7,16,9,3,1,11,1,6,27,3,3,5,0,0,0,4,26,18,2,0,4,1,12,5,3,1,2,0,7,0,5,1,0,0,9,10,8,0,0,0,0,1,3,0,9,3,6,5,1,0,0,10,0,0,0,0,0,2,0,4,0,0,0,1
mdp.39015063931565,1845,1845,1845,reviewed,449622,1387623,Hirst[COMMA] Henry Beck[COMMA],Boston;Phillips & Sampson;1845.,,The coming of the mammoth,rev,,,1845,GrM,1813,m,us,,, ,19,16,10,11,5,14,4,4,1,4,7,2,4,2,6,0,1,0,0,1,3,3,0,0,2,0,1,1,4,1,5,0,1,0,0,1,3,2,0,0,0,1,3,1,0,1,2,0,3,0,0,3,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
njp.32101068138765,1845,1845,1844,reviewed,,,Browning[COMMA] Elizabeth Barrett[COMMA],New-York;Henry G. Langley;1845.,,A drama of exile,rev,,,1857,WR,1806,f,uk,,,y,24,18,12,8,15,14,5,19,1,31,6,8,19,11,1,12,0,10,2,3,3,1,1,0,1,0,5,0,2,0,1,0,0,0,1,0,0,1,0,1,7,2,3,3,0,4,1,0,0,3,3,1,2,0,1,0,1,0,3,0,0,1,0,0,0,0,1,3,0,1,1,1,1
uva.x030800890,1871,1871,1843,reviewed,9793454,8407963,Moir[COMMA] D. M.,Edinburgh;W. Blackwood and sons;1871.,,Domestic verses,pub,,,1843,BM,1798,m,uk,,,,11,11,0,1,8,6,19,6,12,1,1,5,5,2,3,0,2,1,0,1,1,1,0,1,2,1,0,0,2,7,0,1,1,0,3,2,0,0,1,1,6,0,0,1,0,3,1,1,3,1,1,1,3,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0
nyp.33433076031099,1843,1843,1843,random,8655929,,Davidson[COMMA] Margaret Miller[COMMA],Philadelphia;Lea & Blanchard;1843.,,Selections from the writings of Mrs. Margaret M. Davidson,,,,,,1787,f,us,,,,50,59,44,6,48,37,89,15,23,14,13,16,17,8,5,4,5,3,0,1,1,111,6,0,0,36,0,3,6,40,5,13,9,2,16,0,9,25,10,0,1,0,1,13,6,6,1,0,5,0,1,4,21,11,0,1,1,0,2,3,13,5,3,0,0,0,7,0,3,0,2,0,3
loc.ark+=13960=t8w95sb6z,1843,1843,1843,reviewed,8655780,6505215,Tyler[COMMA] Robert[COMMA],New-York;Harper & brothers;1843.,,Death,rev,neg,,1843,GrM,1816,m,us,,,,3,3,3,1,3,0,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,3,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
loc.ark+=13960=t0sq9fz3z,1843,1843,1843,reviewed,9579656,,Percival[COMMA] James Gates[COMMA],New Haven;S. Babcock;1843.,,Dream of a day,rev,,,1844,GrM,1795,m,us,,,,5,35,11,1,9,1,20,5,8,0,8,5,3,0,8,1,8,0,0,1,0,5,2,2,0,6,1,5,1,5,0,1,3,0,1,0,0,1,0,2,0,1,1,2,1,3,0,2,1,1,0,2,1,2,10,0,0,0,0,1,1,0,1,5,1,0,0,0,0,0,0,0,2
